Date (UTC),Timestamp (UTC),Democratic,Donald Trump,Other,state
05-09-2024 00:00,1715212803,0.905,0.085,0.0095,NJ
05-16-2024 00:00,1715817604,0.915,0.085,0.009,NJ
05-23-2024 00:00,1716422403,0.915,0.075,0.0095,NJ
05-30-2024 00:00,1717027203,0.915,0.075,0.0095,NJ
06-06-2024 00:00,1717632003,0.915,0.085,0.0095,NJ
06-13-2024 00:00,1718236803,0.915,0.085,0.009,NJ
06-20-2024 00:00,1718841604,0.86,0.13,0.0075,NJ
06-27-2024 00:00,1719446402,0.86,0.125,0.0075,NJ
07-04-2024 00:00,1720051203,0.845,0.145,0.0075,NJ
07-11-2024 00:00,1720656003,0.845,0.125,0.007,NJ
07-18-2024 00:00,1721260802,0.845,0.145,0.007,NJ
07-25-2024 00:00,1721865601,0.88,0.11,0.007,NJ
08-01-2024 00:00,1722470402,0.905,0.095,0.004,NJ
08-08-2024 00:00,1723075201,0.94,0.055,0.0035,NJ
08-15-2024 00:00,1723680002,0.945,0.055,0.0025,NJ
08-22-2024 00:00,1724284802,0.957,0.043,0.0015,NJ
08-29-2024 00:00,1724889602,0.9575,0.0415,0.002,NJ
09-05-2024 00:00,1725494402,0.9585,0.0415,0.0015,NJ
09-12-2024 00:00,1726099202,0.9635,0.037,0.0015,NJ
09-19-2024 00:00,1726704001,0.965,0.033,0.0015,NJ
09-26-2024 00:00,1727308802,0.969,0.0305,0.0015,NJ
10-03-2024 00:00,1727913602,0.9695,0.0305,0.0015,NJ
10-10-2024 00:00,1728518402,0.967,0.031,0.0025,NJ
10-17-2024 00:00,1729123202,0.9355,0.065,0.0015,NJ
10-24-2024 00:00,1729728003,0.9515,0.048,0.0015,NJ
10-31-2024 00:00,1730332803,0.9465,0.0485,0.003,NJ
11-04-2024 05:34,1730698443,0.9655,0.0345,0.0005,NJ
04-04-2024 00:00,1712188803,0.085,0.915,0.0065,OK
04-11-2024 00:00,1712793603,0.075,0.915,0.0105,OK
04-18-2024 00:00,1713398403,0.075,0.905,0.011,OK
04-25-2024 00:00,1714003203,0.075,0.905,0.0115,OK
05-02-2024 00:00,1714608003,0.075,0.905,0.0115,OK
05-09-2024 00:00,1715212803,0.065,0.915,0.0115,OK
05-16-2024 00:00,1715817604,0.065,0.915,0.0115,OK
05-23-2024 00:00,1716422403,0.065,0.925,0.0115,OK
05-30-2024 00:00,1717027203,0.065,0.925,0.013,OK
06-06-2024 00:00,1717632003,0.055,0.925,0.013,OK
06-13-2024 00:00,1718236803,0.055,0.925,0.013,OK
06-20-2024 00:00,1718841604,0.055,0.925,0.0135,OK
06-27-2024 00:00,1719446402,0.055,0.925,0.0135,OK
07-04-2024 00:00,1720051203,0.055,0.945,0.011,OK
07-11-2024 00:00,1720656003,0.045,0.945,0.011,OK
07-18-2024 00:00,1721260802,0.045,0.945,0.011,OK
07-25-2024 00:00,1721865601,0.045,0.945,0.0115,OK
08-01-2024 00:00,1722470402,0.045,0.945,0.012,OK
08-08-2024 00:00,1723075201,0.035,0.95,0.009,OK
08-15-2024 00:00,1723680002,0.0255,0.968,0.0055,OK
08-22-2024 00:00,1724284802,0.017,0.977,0.0055,OK
08-29-2024 00:00,1724889602,0.013,0.983,0.0035,OK
09-05-2024 00:00,1725494402,0.011,0.983,0.0025,OK
09-12-2024 00:00,1726099202,0.0105,0.983,0.0025,OK
09-19-2024 00:00,1726704001,0.0105,0.983,0.003,OK
09-26-2024 00:00,1727308802,0.0105,0.985,0.003,OK
10-03-2024 00:00,1727913602,0.01,0.9885,0.002,OK
10-10-2024 00:00,1728518402,0.0075,0.9895,0.0025,OK
10-17-2024 00:00,1729123202,0.0055,0.9905,0.0025,OK
10-24-2024 00:00,1729728003,0.0045,0.99,0.002,OK
10-31-2024 00:00,1730332803,0.009,0.9905,0.002,OK
11-04-2024 05:39,1730698742,0.0075,0.99,0.0035,OK
04-04-2024 00:00,1712188803,0.905,0.095,0.0095,NY
04-11-2024 00:00,1712793603,0.9,0.085,0.0135,NY
04-18-2024 00:00,1713398403,0.905,0.075,0.0135,NY
04-25-2024 00:00,1714003203,0.905,0.075,0.016,NY
05-02-2024 00:00,1714608003,0.905,0.075,0.016,NY
05-09-2024 00:00,1715212803,0.915,0.065,0.0115,NY
05-16-2024 00:00,1715817604,0.915,0.055,0.0115,NY
05-23-2024 00:00,1716422403,0.915,0.055,0.0115,NY
05-30-2024 00:00,1717027203,0.91,0.075,0.012,NY
06-06-2024 00:00,1717632003,0.915,0.075,0.012,NY
06-13-2024 00:00,1718236803,0.905,0.075,0.0115,NY
06-20-2024 00:00,1718841604,0.92,0.075,0.0105,NY
06-27-2024 00:00,1719446402,0.92,0.075,0.0105,NY
07-04-2024 00:00,1720051203,0.915,0.085,0.01,NY
07-11-2024 00:00,1720656003,0.905,0.08,0.0095,NY
07-18-2024 00:00,1721260802,0.925,0.075,0.007,NY
07-25-2024 00:00,1721865601,0.935,0.065,0.002,NY
08-01-2024 00:00,1722470402,0.945,0.055,0.0035,NY
08-08-2024 00:00,1723075201,0.965,0.036,0.0035,NY
08-15-2024 00:00,1723680002,0.972,0.025,0.0035,NY
08-22-2024 00:00,1724284802,0.9765,0.022,0.003,NY
08-29-2024 00:00,1724889602,0.9755,0.023,0.0035,NY
09-05-2024 00:00,1725494402,0.9755,0.0205,0.0015,NY
09-12-2024 00:00,1726099202,0.972,0.0255,0.0025,NY
09-19-2024 00:00,1726704001,0.972,0.0235,0.0025,NY
09-26-2024 00:00,1727308802,0.9705,0.0295,0.0015,NY
10-03-2024 00:00,1727913602,0.971,0.0275,0.0015,NY
10-10-2024 00:00,1728518402,0.964,0.0345,0.002,NY
10-17-2024 00:00,1729123202,0.9665,0.035,0.002,NY
10-24-2024 00:00,1729728003,0.968,0.0305,0.0015,NY
10-31-2024 00:00,1730332803,0.9635,0.0335,0.0005,NY
11-04-2024 06:15,1730700903,0.9775,0.0235,0.0005,NY
03-21-2024 00:00,1710979203,0.845,0.155,0.003,MN
03-28-2024 00:00,1711584003,0.845,0.155,0.0055,MN
04-04-2024 00:00,1712188803,0.845,0.155,0.006,MN
04-11-2024 00:00,1712793603,0.835,0.145,0.01,MN
04-18-2024 00:00,1713398403,0.835,0.145,0.0105,MN
04-25-2024 00:00,1714003203,0.835,0.145,0.011,MN
05-02-2024 00:00,1714608003,0.835,0.145,0.011,MN
05-09-2024 00:00,1715212803,0.835,0.145,0.011,MN
05-16-2024 00:00,1715817604,0.825,0.175,0.0095,MN
05-23-2024 00:00,1716422403,0.825,0.175,0.0095,MN
05-30-2024 00:00,1717027203,0.795,0.205,0.01,MN
06-06-2024 00:00,1717632003,0.765,0.22,0.01,MN
06-13-2024 00:00,1718236803,0.77,0.22,0.01,MN
06-20-2024 00:00,1718841604,0.77,0.22,0.0115,MN
06-27-2024 00:00,1719446402,0.755,0.25,0.009,MN
07-04-2024 00:00,1720051203,0.76,0.225,0.0085,MN
07-11-2024 00:00,1720656003,0.665,0.33,0.008,MN
07-18-2024 00:00,1721260802,0.585,0.415,0.0075,MN
07-25-2024 00:00,1721865601,0.74,0.275,0.006,MN
08-01-2024 00:00,1722470402,0.835,0.165,0.006,MN
08-08-2024 00:00,1723075201,0.935,0.065,0.0045,MN
08-15-2024 00:00,1723680002,0.93,0.065,0.0045,MN
08-22-2024 00:00,1724284802,0.935,0.06,0.0025,MN
08-29-2024 00:00,1724889602,0.925,0.075,0.0015,MN
09-05-2024 00:00,1725494402,0.925,0.075,0.0015,MN
09-12-2024 00:00,1726099202,0.925,0.075,0.0015,MN
09-19-2024 00:00,1726704001,0.935,0.065,0.0015,MN
09-26-2024 00:00,1727308802,0.925,0.075,0.0025,MN
10-03-2024 00:00,1727913602,0.925,0.075,0.0025,MN
10-10-2024 00:00,1728518402,0.905,0.095,0.0015,MN
10-17-2024 00:00,1729123202,0.895,0.105,0.002,MN
10-24-2024 00:00,1729728003,0.885,0.12,0.002,MN
10-31-2024 00:00,1730332803,0.86,0.145,0.0015,MN
11-04-2024 05:33,1730698382,0.915,0.09,0.0015,MN
04-04-2024 00:00,1712188803,0.095,0.905,0.0065,AK
04-11-2024 00:00,1712793603,0.085,0.905,0.015,AK
04-18-2024 00:00,1713398403,0.075,0.905,0.0115,AK
04-25-2024 00:00,1714003203,0.075,0.905,0.0225,AK
05-02-2024 00:00,1714608003,0.075,0.905,0.023,AK
05-09-2024 00:00,1715212803,0.065,0.905,0.0225,AK
05-16-2024 00:00,1715817604,0.055,0.915,0.0225,AK
05-23-2024 00:00,1716422403,0.055,0.915,0.0405,AK
05-30-2024 00:00,1717027203,0.055,0.915,0.037,AK
06-06-2024 00:00,1717632003,0.045,0.925,0.037,AK
06-13-2024 00:00,1718236803,0.045,0.925,0.037,AK
06-20-2024 00:00,1718841604,0.045,0.92,0.0365,AK
06-27-2024 00:00,1719446402,0.0845,0.905,0.028,AK
07-04-2024 00:00,1720051203,0.0635,0.925,0.025,AK
07-11-2024 00:00,1720656003,0.071,0.915,0.0245,AK
07-18-2024 00:00,1721260802,0.057,0.93,0.014,AK
07-25-2024 00:00,1721865601,0.0695,0.925,0.014,AK
08-01-2024 00:00,1722470402,0.0695,0.92,0.0055,AK
08-08-2024 00:00,1723075201,0.074,0.92,0.0045,AK
08-15-2024 00:00,1723680002,0.076,0.915,0.0125,AK
08-22-2024 00:00,1724284802,0.0945,0.905,0.005,AK
08-29-2024 00:00,1724889602,0.098,0.905,0.0035,AK
09-05-2024 00:00,1725494402,0.0905,0.905,0.002,AK
09-12-2024 00:00,1726099202,0.0855,0.915,0.002,AK
09-19-2024 00:00,1726704001,0.0995,0.9,0.0015,AK
09-26-2024 00:00,1727308802,0.0985,0.9,0.0025,AK
10-03-2024 00:00,1727913602,0.103,0.89,0.002,AK
10-10-2024 00:00,1728518402,0.082,0.915,0.002,AK
10-17-2024 00:00,1729123202,0.0775,0.91,0.002,AK
10-24-2024 00:00,1729728003,0.0645,0.935,0.002,AK
10-31-2024 00:00,1730332803,0.0525,0.955,0.0025,AK
11-04-2024 05:17,1730697422,0.0665,0.9235,0.0015,AK
04-04-2024 00:00,1712188803,0.085,0.915,0.008,ND
04-11-2024 00:00,1712793603,0.065,0.905,0.0105,ND
04-18-2024 00:00,1713398403,0.065,0.905,0.01,ND
04-25-2024 00:00,1714003203,0.055,0.905,0.0105,ND
05-02-2024 00:00,1714608003,0.055,0.9,0.0105,ND
05-09-2024 00:00,1715212803,0.055,0.925,0.0105,ND
05-16-2024 00:00,1715817604,0.055,0.925,0.0105,ND
05-23-2024 00:00,1716422403,0.055,0.925,0.01,ND
05-30-2024 00:00,1717027203,0.055,0.925,0.01,ND
06-06-2024 00:00,1717632003,0.055,0.925,0.01,ND
06-13-2024 00:00,1718236803,0.055,0.92,0.01,ND
06-20-2024 00:00,1718841604,0.05,0.92,0.0105,ND
06-27-2024 00:00,1719446402,0.045,0.925,0.0105,ND
07-04-2024 00:00,1720051203,0.035,0.945,0.0105,ND
07-11-2024 00:00,1720656003,0.0355,0.945,0.0105,ND
07-18-2024 00:00,1721260802,0.0355,0.955,0.0105,ND
07-25-2024 00:00,1721865601,0.036,0.955,0.0105,ND
08-01-2024 00:00,1722470402,0.036,0.955,0.011,ND
08-08-2024 00:00,1723075201,0.0315,0.966,0.0065,ND
08-15-2024 00:00,1723680002,0.0215,0.9725,0.0055,ND
08-22-2024 00:00,1724284802,0.0155,0.9775,0.006,ND
08-29-2024 00:00,1724889602,0.017,0.9805,0.0025,ND
09-05-2024 00:00,1725494402,0.015,0.9805,0.002,ND
09-12-2024 00:00,1726099202,0.015,0.979,0.002,ND
09-19-2024 00:00,1726704001,0.0145,0.979,0.0035,ND
09-26-2024 00:00,1727308802,0.0135,0.9815,0.0035,ND
10-03-2024 00:00,1727913602,0.0125,0.9825,0.0035,ND
10-10-2024 00:00,1728518402,0.011,0.984,0.0025,ND
10-17-2024 00:00,1729123202,0.008,0.9775,0.002,ND
10-24-2024 00:00,1729728003,0.0075,0.977,0.0015,ND
10-31-2024 00:00,1730332803,0.0085,0.979,0.0025,ND
11-04-2024 05:38,1730698682,0.014,0.979,0.0025,ND
04-04-2024 00:00,1712188803,0.915,0.085,0.0085,VT
04-11-2024 00:00,1712793603,0.905,0.075,0.0115,VT
04-18-2024 00:00,1713398403,0.905,0.075,0.0115,VT
04-25-2024 00:00,1714003203,0.905,0.075,0.0115,VT
05-02-2024 00:00,1714608003,0.905,0.065,0.0115,VT
05-09-2024 00:00,1715212803,0.915,0.065,0.011,VT
05-16-2024 00:00,1715817604,0.915,0.065,0.0115,VT
05-23-2024 00:00,1716422403,0.915,0.06,0.0105,VT
05-30-2024 00:00,1717027203,0.915,0.06,0.01,VT
06-06-2024 00:00,1717632003,0.915,0.055,0.01,VT
06-13-2024 00:00,1718236803,0.915,0.055,0.01,VT
06-20-2024 00:00,1718841604,0.915,0.055,0.01,VT
06-27-2024 00:00,1719446402,0.925,0.055,0.01,VT
07-04-2024 00:00,1720051203,0.945,0.025,0.0095,VT
07-11-2024 00:00,1720656003,0.95,0.034,0.009,VT
07-18-2024 00:00,1721260802,0.94,0.0585,0.008,VT
07-25-2024 00:00,1721865601,0.94,0.0615,0.0055,VT
08-01-2024 00:00,1722470402,0.94,0.055,0.007,VT
08-08-2024 00:00,1723075201,0.96,0.028,0.0085,VT
08-15-2024 00:00,1723680002,0.9635,0.0305,0.0065,VT
08-22-2024 00:00,1724284802,0.9715,0.0265,0.005,VT
08-29-2024 00:00,1724889602,0.973,0.026,0.003,VT
09-05-2024 00:00,1725494402,0.9735,0.0215,0.0025,VT
09-12-2024 00:00,1726099202,0.974,0.023,0.005,VT
09-19-2024 00:00,1726704001,0.974,0.0215,0.004,VT
09-26-2024 00:00,1727308802,0.977,0.0175,0.004,VT
10-03-2024 00:00,1727913602,0.979,0.0145,0.0025,VT
10-10-2024 00:00,1728518402,0.983,0.012,0.0015,VT
10-17-2024 00:00,1729123202,0.9825,0.0125,0.0025,VT
10-24-2024 00:00,1729728003,0.987,0.0145,0.002,VT
10-31-2024 00:00,1730332803,0.982,0.016,0.0035,VT
11-04-2024 06:36,1730702162,0.986,0.0135,0.0015,VT
04-04-2024 00:00,1712188803,0.095,0.905,0.011,OH
04-11-2024 00:00,1712793603,0.085,0.895,0.0105,OH
04-18-2024 00:00,1713398403,0.085,0.885,0.0125,OH
04-25-2024 00:00,1714003203,0.085,0.885,0.0195,OH
05-02-2024 00:00,1714608003,0.085,0.885,0.0195,OH
05-09-2024 00:00,1715212803,0.075,0.885,0.019,OH
05-16-2024 00:00,1715817604,0.075,0.885,0.021,OH
05-23-2024 00:00,1716422403,0.075,0.895,0.0345,OH
05-30-2024 00:00,1717027203,0.075,0.885,0.0355,OH
06-06-2024 00:00,1717632003,0.065,0.895,0.035,OH
06-13-2024 00:00,1718236803,0.07,0.895,0.0365,OH
06-20-2024 00:00,1718841604,0.07,0.895,0.036,OH
06-27-2024 00:00,1719446402,0.07,0.895,0.0405,OH
07-04-2024 00:00,1720051203,0.06,0.905,0.0405,OH
07-11-2024 00:00,1720656003,0.055,0.905,0.041,OH
07-18-2024 00:00,1721260802,0.05,0.94,0.017,OH
07-25-2024 00:00,1721865601,0.055,0.935,0.019,OH
08-01-2024 00:00,1722470402,0.055,0.94,0.0185,OH
08-08-2024 00:00,1723075201,0.065,0.935,0.008,OH
08-15-2024 00:00,1723680002,0.125,0.865,0.0025,OH
08-22-2024 00:00,1724284802,0.125,0.875,0.0025,OH
08-29-2024 00:00,1724889602,0.09,0.895,0.0015,OH
09-05-2024 00:00,1725494402,0.075,0.915,0.0015,OH
09-12-2024 00:00,1726099202,0.085,0.91,0.002,OH
09-19-2024 00:00,1726704001,0.085,0.915,0.002,OH
09-26-2024 00:00,1727308802,0.075,0.925,0.002,OH
10-03-2024 00:00,1727913602,0.075,0.925,0.002,OH
10-10-2024 00:00,1728518402,0.075,0.915,0.002,OH
10-17-2024 00:00,1729123202,0.065,0.92,0.002,OH
10-24-2024 00:00,1729728003,0.06,0.935,0.0025,OH
10-31-2024 00:00,1730332803,0.05,0.945,0.0025,OH
11-04-2024 06:17,1730701022,0.095,0.895,0.004,OH
03-14-2024 00:00,1710374403,0.415,0.585,0.0055,GA
03-21-2024 00:00,1710979203,0.415,0.585,0.0055,GA
03-28-2024 00:00,1711584003,0.415,0.585,0.006,GA
04-04-2024 00:00,1712188803,0.415,0.585,0.0055,GA
04-11-2024 00:00,1712793603,0.39,0.575,0.008,GA
04-18-2024 00:00,1713398403,0.405,0.575,0.0125,GA
04-25-2024 00:00,1714003203,0.405,0.575,0.0135,GA
05-02-2024 00:00,1714608003,0.405,0.575,0.0135,GA
05-09-2024 00:00,1715212803,0.405,0.575,0.0105,GA
05-16-2024 00:00,1715817604,0.355,0.63,0.0105,GA
05-23-2024 00:00,1716422403,0.345,0.635,0.0105,GA
05-30-2024 00:00,1717027203,0.355,0.635,0.0105,GA
06-06-2024 00:00,1717632003,0.355,0.635,0.0105,GA
06-13-2024 00:00,1718236803,0.345,0.645,0.011,GA
06-20-2024 00:00,1718841604,0.335,0.665,0.01,GA
06-27-2024 00:00,1719446402,0.305,0.82,0.0095,GA
07-04-2024 00:00,1720051203,0.215,0.785,0.0095,GA
07-11-2024 00:00,1720656003,0.23,0.76,0.007,GA
07-18-2024 00:00,1721260802,0.235,0.765,0.0065,GA
07-25-2024 00:00,1721865601,0.39,0.62,0.006,GA
08-01-2024 00:00,1722470402,0.355,0.64,0.0025,GA
08-08-2024 00:00,1723075201,0.435,0.565,0.0025,GA
08-15-2024 00:00,1723680002,0.465,0.535,0.0025,GA
08-22-2024 00:00,1724284802,0.385,0.615,0.0035,GA
08-29-2024 00:00,1724889602,0.385,0.605,0.0025,GA
09-05-2024 00:00,1725494402,0.425,0.575,0.0015,GA
09-12-2024 00:00,1726099202,0.415,0.585,0.0015,GA
09-19-2024 00:00,1726704001,0.415,0.575,0.002,GA
09-26-2024 00:00,1727308802,0.385,0.615,0.002,GA
10-03-2024 00:00,1727913602,0.385,0.615,0.0025,GA
10-10-2024 00:00,1728518402,0.355,0.645,0.0015,GA
10-17-2024 00:00,1729123202,0.355,0.645,0.0015,GA
10-24-2024 00:00,1729728003,0.285,0.715,0.0015,GA
10-31-2024 00:00,1730332803,0.265,0.735,0.0005,GA
11-04-2024 05:24,1730697842,0.365,0.64,0.0005,GA
03-14-2024 00:00,1710374403,0.445,0.555,0.0055,AZ
03-21-2024 00:00,1710979203,0.445,0.555,0.0065,AZ
03-28-2024 00:00,1711584003,0.445,0.555,0.0065,AZ
04-04-2024 00:00,1712188803,0.445,0.555,0.0075,AZ
04-11-2024 00:00,1712793603,0.485,0.49,0.0085,AZ
04-18-2024 00:00,1713398403,0.475,0.495,0.008,AZ
04-25-2024 00:00,1714003203,0.465,0.495,0.0165,AZ
05-02-2024 00:00,1714608003,0.465,0.495,0.0175,AZ
05-09-2024 00:00,1715212803,0.465,0.495,0.0185,AZ
05-16-2024 00:00,1715817604,0.43,0.56,0.019,AZ
05-23-2024 00:00,1716422403,0.385,0.58,0.015,AZ
05-30-2024 00:00,1717027203,0.385,0.58,0.015,AZ
06-06-2024 00:00,1717632003,0.38,0.585,0.015,AZ
06-13-2024 00:00,1718236803,0.38,0.585,0.013,AZ
06-20-2024 00:00,1718841604,0.38,0.595,0.0145,AZ
06-27-2024 00:00,1719446402,0.375,0.635,0.011,AZ
07-04-2024 00:00,1720051203,0.265,0.735,0.008,AZ
07-11-2024 00:00,1720656003,0.27,0.73,0.0035,AZ
07-18-2024 00:00,1721260802,0.24,0.735,0.006,AZ
07-25-2024 00:00,1721865601,0.4,0.585,0.0045,AZ
08-01-2024 00:00,1722470402,0.355,0.645,0.0025,AZ
08-08-2024 00:00,1723075201,0.405,0.59,0.0025,AZ
08-15-2024 00:00,1723680002,0.495,0.505,0.0035,AZ
08-22-2024 00:00,1724284802,0.46,0.535,0.0035,AZ
08-29-2024 00:00,1724889602,0.455,0.545,0.0015,AZ
09-05-2024 00:00,1725494402,0.4,0.6,0.002,AZ
09-12-2024 00:00,1726099202,0.395,0.595,0.0015,AZ
09-19-2024 00:00,1726704001,0.375,0.62,0.0015,AZ
09-26-2024 00:00,1727308802,0.365,0.625,0.0015,AZ
10-03-2024 00:00,1727913602,0.36,0.635,0.002,AZ
10-05-2024 14:00,1728136802,0.365,0.635,0.0015,AZ
04-04-2024 00:00,1712188803,0.075,0.915,0.0115,TN
04-11-2024 00:00,1712793603,0.075,0.915,0.0115,TN
04-18-2024 00:00,1713398403,0.075,0.905,0.012,TN
04-25-2024 00:00,1714003203,0.075,0.905,0.012,TN
05-02-2024 00:00,1714608003,0.075,0.905,0.012,TN
05-09-2024 00:00,1715212803,0.075,0.915,0.012,TN
05-16-2024 00:00,1715817604,0.07,0.915,0.0115,TN
05-23-2024 00:00,1716422403,0.065,0.91,0.0105,TN
05-30-2024 00:00,1717027203,0.065,0.905,0.0105,TN
06-06-2024 00:00,1717632003,0.065,0.91,0.0105,TN
06-13-2024 00:00,1718236803,0.065,0.91,0.0105,TN
06-20-2024 00:00,1718841604,0.065,0.915,0.0105,TN
06-27-2024 00:00,1719446402,0.065,0.915,0.0105,TN
07-04-2024 00:00,1720051203,0.0345,0.95,0.009,TN
07-11-2024 00:00,1720656003,0.043,0.945,0.009,TN
07-18-2024 00:00,1721260802,0.04,0.955,0.0075,TN
07-25-2024 00:00,1721865601,0.04,0.955,0.007,TN
08-01-2024 00:00,1722470402,0.04,0.955,0.008,TN
08-08-2024 00:00,1723075201,0.0325,0.955,0.005,TN
08-15-2024 00:00,1723680002,0.03,0.9655,0.0085,TN
08-22-2024 00:00,1724284802,0.0295,0.963,0.0075,TN
08-29-2024 00:00,1724889602,0.027,0.965,0.007,TN
09-05-2024 00:00,1725494402,0.0255,0.969,0.007,TN
09-12-2024 00:00,1726099202,0.026,0.968,0.006,TN
09-19-2024 00:00,1726704001,0.026,0.971,0.006,TN
09-26-2024 00:00,1727308802,0.0225,0.975,0.0045,TN
10-03-2024 00:00,1727913602,0.021,0.976,0.004,TN
10-10-2024 00:00,1728518402,0.013,0.9805,0.0025,TN
10-17-2024 00:00,1729123202,0.0065,0.976,0.0035,TN
10-24-2024 00:00,1729728003,0.0045,0.9775,0.0035,TN
10-31-2024 00:00,1730332803,0.0095,0.9845,0.003,TN
11-04-2024 06:20,1730701203,0.0115,0.984,0.003,TN
03-14-2024 00:00,1710374403,0.495,0.505,0.006,WI
03-21-2024 00:00,1710979203,0.495,0.505,0.0065,WI
03-28-2024 00:00,1711584003,0.495,0.505,0.007,WI
04-04-2024 00:00,1712188803,0.495,0.505,0.005,WI
04-11-2024 00:00,1712793603,0.525,0.465,0.0115,WI
04-18-2024 00:00,1713398403,0.515,0.465,0.0115,WI
04-25-2024 00:00,1714003203,0.515,0.465,0.0125,WI
05-02-2024 00:00,1714608003,0.515,0.465,0.0125,WI
05-09-2024 00:00,1715212803,0.545,0.445,0.0125,WI
05-16-2024 00:00,1715817604,0.525,0.445,0.0175,WI
05-23-2024 00:00,1716422403,0.525,0.445,0.021,WI
05-30-2024 00:00,1717027203,0.525,0.445,0.0235,WI
06-06-2024 00:00,1717632003,0.515,0.455,0.0235,WI
06-13-2024 00:00,1718236803,0.505,0.455,0.0235,WI
06-20-2024 00:00,1718841604,0.505,0.465,0.0245,WI
06-27-2024 00:00,1719446402,0.485,0.49,0.021,WI
07-04-2024 00:00,1720051203,0.435,0.555,0.02,WI
07-11-2024 00:00,1720656003,0.435,0.555,0.011,WI
07-18-2024 00:00,1721260802,0.365,0.625,0.01,WI
07-25-2024 00:00,1721865601,0.485,0.505,0.004,WI
08-01-2024 00:00,1722470402,0.455,0.545,0.0025,WI
08-08-2024 00:00,1723075201,0.515,0.49,0.0025,WI
08-15-2024 00:00,1723680002,0.585,0.405,0.0025,WI
08-22-2024 00:00,1724284802,0.555,0.445,0.0035,WI
08-29-2024 00:00,1724889602,0.565,0.435,0.0015,WI
09-05-2024 00:00,1725494402,0.555,0.425,0.002,WI
09-12-2024 00:00,1726099202,0.585,0.405,0.0025,WI
09-19-2024 00:00,1726704001,0.605,0.395,0.002,WI
09-26-2024 00:00,1727308802,0.565,0.435,0.002,WI
10-03-2024 00:00,1727913602,0.575,0.43,0.002,WI
10-10-2024 00:00,1728518402,0.485,0.515,0.0015,WI
10-17-2024 00:00,1729123202,0.455,0.54,0.0015,WI
10-24-2024 00:00,1729728003,0.425,0.58,0.0015,WI
10-31-2024 00:00,1730332803,0.455,0.545,0.0005,WI
11-04-2024 06:27,1730701622,0.585,0.405,0.0005,WI
04-04-2024 00:00,1712188803,0.905,0.095,0.0085,CO
04-11-2024 00:00,1712793603,0.905,0.085,0.011,CO
04-18-2024 00:00,1713398403,0.905,0.08,0.011,CO
04-25-2024 00:00,1714003203,0.905,0.08,0.011,CO
05-02-2024 00:00,1714608003,0.905,0.075,0.0115,CO
05-09-2024 00:00,1715212803,0.905,0.075,0.011,CO
05-16-2024 00:00,1715817604,0.905,0.075,0.011,CO
05-23-2024 00:00,1716422403,0.905,0.075,0.011,CO
05-30-2024 00:00,1717027203,0.905,0.075,0.011,CO
06-06-2024 00:00,1717632003,0.91,0.075,0.011,CO
06-13-2024 00:00,1718236803,0.905,0.075,0.011,CO
06-20-2024 00:00,1718841604,0.905,0.075,0.011,CO
06-27-2024 00:00,1719446402,0.905,0.075,0.011,CO
07-04-2024 00:00,1720051203,0.895,0.105,0.0075,CO
07-11-2024 00:00,1720656003,0.865,0.125,0.0065,CO
07-18-2024 00:00,1721260802,0.865,0.135,0.0045,CO
07-25-2024 00:00,1721865601,0.885,0.11,0.0045,CO
08-01-2024 00:00,1722470402,0.9,0.105,0.0045,CO
08-08-2024 00:00,1723075201,0.95,0.0355,0.0035,CO
08-15-2024 00:00,1723680002,0.95,0.044,0.0035,CO
08-22-2024 00:00,1724284802,0.952,0.047,0.003,CO
08-29-2024 00:00,1724889602,0.9545,0.0475,0.0015,CO
09-05-2024 00:00,1725494402,0.958,0.0415,0.0015,CO
09-12-2024 00:00,1726099202,0.9625,0.0345,0.002,CO
09-19-2024 00:00,1726704001,0.975,0.023,0.002,CO
09-26-2024 00:00,1727308802,0.975,0.0235,0.0015,CO
10-03-2024 00:00,1727913602,0.971,0.026,0.0045,CO
10-10-2024 00:00,1728518402,0.9665,0.0325,0.0015,CO
10-17-2024 00:00,1729123202,0.9405,0.052,0.0015,CO
10-24-2024 00:00,1729728003,0.9455,0.055,0.0025,CO
10-31-2024 00:00,1730332803,0.9585,0.041,0.0035,CO
11-04-2024 05:21,1730697662,0.969,0.025,0.0025,CO
04-04-2024 00:00,1712188803,0.915,0.085,0.006,HI
04-11-2024 00:00,1712793603,0.905,0.075,0.0105,HI
04-18-2024 00:00,1713398403,0.905,0.075,0.0105,HI
04-25-2024 00:00,1714003203,0.905,0.065,0.0265,HI
05-02-2024 00:00,1714608003,0.905,0.065,0.0265,HI
05-09-2024 00:00,1715212803,0.915,0.065,0.026,HI
05-16-2024 00:00,1715817604,0.915,0.06,0.03,HI
05-23-2024 00:00,1716422403,0.915,0.055,0.03,HI
05-30-2024 00:00,1717027203,0.915,0.055,0.0325,HI
06-06-2024 00:00,1717632003,0.915,0.045,0.0325,HI
06-13-2024 00:00,1718236803,0.915,0.045,0.0335,HI
06-20-2024 00:00,1718841604,0.925,0.045,0.0315,HI
06-27-2024 00:00,1719446402,0.925,0.045,0.0315,HI
07-04-2024 00:00,1720051203,0.915,0.0485,0.0335,HI
07-11-2024 00:00,1720656003,0.92,0.0455,0.0325,HI
07-18-2024 00:00,1721260802,0.935,0.052,0.0065,HI
07-25-2024 00:00,1721865601,0.935,0.0575,0.0145,HI
08-01-2024 00:00,1722470402,0.935,0.054,0.017,HI
